1	热情	37.06301705261939
2	足	36.60284250193938
3	棒棒	32.96176588724691
4	骑士	32.69606274262367
5	哒	32.55255616431607
6	赞赞赞	31.181805540449723
7	哦	30.28121721036092
8	量足	29.838552769756603
9	力	29.345120528910684
10	小哥	28.812104903040016
11	超	28.685936246272007
12	准时	27.993658995319013
13	还会	27.635787820958004
14	干净	27.554146544396588
15	南瓜	27.15247557216808
16	整体	26.935865010744045
17	也好	26.845904535294725
18	超好	26.81189155959793
19	他家	26.690221427825456
20	购买	26.451798263170012
21	送得	26.405370494171834
22	卷	26.33005716634968
23	算	26.171312135344046
24	一如既往	25.648624815272644
25	挺	25.64048757237387
26	值得	25.489886684392125
27	及时	25.471029717143736
28	机会	25.21758832788063
29	辛苦	25.19206567154797
30	非常感谢	25.052962145409662
31	薏米	25.013191573990703
32	但	24.954728638688216
33	蛋糕	24.90936952109075
34	品尝	24.62462628607305
35	全家	24.61470718731509
36	很	24.463979759925678
37	好	23.890373303024738
38	五星	23.7963455251609
39	物美价廉	23.689016873343007
40	经常	23.503583225196625
41	小笼包	23.481715591097313
42	师傅	23.2365452795449
43	继续	23.159919801279948
44	挺快	22.9003679954346
45	不太	22.583501811342266
46	酸辣汤	22.53873680278303
47	俱全	22.26944007972372
48	量少	22.19306780654444
49	非常	22.059200209822645
50	汤包	22.044559685833747
